Unique ID,Name,Honoree,City,County,State,Side,Coordinates,Symbol Type,Symbol Category,Sponsor,Year Dedicated,Year Removed,Was this symbol removed?
2122,J.E.B. Stuart #861 UDC Bench,"James Ewell Brown ""Jeb"" Stuart",Commerce,Jackson,GA,South,"34.201717, -83.456133",Monument,Other: Monument,United Daughters of the Confederacy,Unknown,,Active
367,Confederate Monument,No specific honoree,Conyers,Rockdale,GA,South,"33.667550, -84.017250",Monument,Courthouse Grounds,United Daughters of the Confederacy,1913,,Active
326,Crisp County Confederate Monument,No specific honoree,Cordele,Crisp,GA,South,"31.963900, -83.782233",Monument,Other: Monument,United Daughters of the Confederacy,1911,,Active
368,Confederate War Memorial,No specific honoree,Covington,Newton,GA,South,"33.596444, -83.859881",Monument,Courthouse Grounds,United Daughters of the Confederacy,1906,,Active
2139,A.H. Stephens State Park,Alexander Stephens,Crawfordville,Taliaferro,GA,South,"33.557817, -82.895317",Park,"Other: Parks/Trails, Etc.",Unknown,Unknown,,Active
369,Confederate Monument,No specific honoree,Crawfordville,Taliaferro,GA,South,"33.554467, -82.896633",Monument,Courthouse Grounds,United Daughters of the Confederacy,1898,,Active
2070,Jefferson Davis Highway Marker,Jefferson Davis,Crawfordville,Taliaferro,GA,South,"33.554283, -82.896333",Monument,Courthouse Grounds,United Daughters of the Confederacy,Unknown,,Active
370,Confederate Veterans Monument,No specific honoree,Cusseta,Chattahoochee,GA,South,"32.306117, -84.776667",Monument,Courthouse Grounds,United Daughters of the Confederacy,Unknown,,Active
327,Randolph County Confederate Monument,No specific honoree,Cuthbert,Randolph,GA,South,"31.771330, -84.789311",Monument,Other: Monument,United Daughters of the Confederacy,1910,,Active
291,Confederate Avenue,No specific honoree,Dallas,Paulding,GA,South,"33.927032, -84.842543",Highway / Roadway,Roads,Unknown,Unknown,,Active
2223,The War Between the States Sesquicentennial Monument,No specific honoree,Dallas,Paulding,GA,South,"33.921083, -84.839367",Monument,Other: Monument,Sons of Confederate Veterans,2012,,Active
1862,Joseph E. Johnston Statue,Joseph Eggleston Johnston,Dalton,Whitfield,GA,South,"34.771523, -84.968101",Monument,Other: Monument,United Daughters of the Confederacy,1912,,Active
2061,Confederate Gun Shop Monument,No specific honoree,Dawson,Terrell,GA,South,"31.773333, -84.445550",Monument,Courthouse Grounds,United Daughters of the Confederacy and Works Progress Administration,1936,,Active
1864,DeKalb County Confederate Monument,No specific honoree,Decatur,DeKalb,GA,South,"33.774852, -84.296488",Monument,Other: Monument,United Daughters of the Confederacy and United Confederate Veterans,1908,,Active
329,Confederate Soldier,No specific honoree,Douglas,Coffee,GA,South,"31.508767, -82.850550",Monument,Other: Monument,United Daughters of the Confederacy,1911,,Active
371,Confederate War Memorial,No specific honoree,Douglasville,Douglas,GA,South,"33.744983, -84.730717",Monument,Courthouse Grounds,United Daughters of the Confederacy,1914,,Active
398,Laurens County Confederate Monument,No specific honoree,Dublin,Laurens,GA,South,"32.538700, -82.908050",Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Active
372,Confederate Monument of Eastman,No specific honoree,Eastman,Dodge,GA,South,"32.200583, -83.175335",Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Active
272,Jefferson Davis Memorial Road,Jefferson Davis,Eastman,Dodge,GA,South,"32.164256, -83.124705",Highway / Roadway,Roads,Unknown,Unknown,,Active
330,Eatonton Confederate Monument,No specific honoree,Eatonton,Putnam,GA,South,"33.326132, -83.389594",Monument,Other: Monument,United Daughters of the Confederacy,1908,,Active
331,Elbert County Confederate Monument,No specific honoree,Elberton,Elbert,GA,South,"34.109783, -82.867600",Monument,Other: Monument,Mrs. R.M. Heard and co-workers,1898,,Active
373,Schley County Confederate Monument,No specific honoree,Ellaville,Schley,GA,South,"32.237833, -84.308606",Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Active
2064,First Confederate Flag Monument,No specific honoree,Fairburn,Fulton,GA,South,"33.567017, -84.581000",Monument,Other: Monument,United Daughters of the Confederacy and Sons of Confederate Veterans,1937,,Active
2155,Confederate Heroes Monument,No specific honoree,Fayetteville,Fayette,GA,South,"33.448450, -84.455000",Monument,Courthouse Grounds,United Daughters of the Confederacy,1934,,Active
279,Jeff Davis Drive,Jefferson Davis,Fayetteville,Fayette,GA,South,"33.455532, -84.450244",Highway / Roadway,Roads,Unknown,Unknown,,Active
407,Jefferson Davis Historic Site,Jefferson Davis,Fitzgerald,Ben Hill,GA,South,"31.663301, -83.385854",Park,"Other: Parks/Trails, Etc.",Works Progress Administration,1939,,Active
332,Jefferson Davis Monument,Jefferson Davis,Fitzgerald,Ben Hill,GA,South,"31.664555, -83.386681",Monument,Other: Monument,State of Georgia,Unknown,,Active
301,Hood Avenue,John Bell Hood,Forest Park,Clayton,GA,South,"33.615675, -84.344935",Highway / Roadway,Roads,Unknown,Unknown,,Active
302,Wheeler Drive,Joseph Wheeler,Forest Park,Clayton,GA,South,"33.625451, -84.315452",Highway / Roadway,Roads,Unknown,Unknown,,Active
374,Confederate Monument,No specific honoree,Forsyth,Forsyth,GA,South,"33.034833, -83.938617",Monument,Courthouse Grounds,United Daughters of the Confederacy and Ladies Memorial Association,1907,,Active
310,Fort Benning,Henry Lewis Benning,Fort Benning,Chattahoochee,GA,South,"32.391385, -84.823100",Military Base,Other: Buildings,Unknown,1918,,Active
311,Fort Gordon,John Brown Gordon,Fort Gordon,Richmond,GA,South,"33.420538, -82.156230",Military Base,Other: Buildings,Unknown,1917,,Active
263,Forrest Road,Nathan Bedford Forrest,Fort Oglethorpe,Catoosa,GA,South,"34.945119, -85.250337",Highway / Roadway,Roads,Unknown,Unknown,,Active
265,Polk Circle,Leonidas Polk,Fort Oglethorpe,Catoosa,GA,South,"34.946157, -85.251168",Highway / Roadway,Roads,Unknown,Unknown,,Active
262,Robert E. Lee Street,Robert E. Lee,Fort Oglethorpe,Catoosa,GA,South,"34.945773, -85.256800",Highway / Roadway,Roads,Unknown,Unknown,,Active
264,Shelby Street,Joseph Shelby,Fort Oglethorpe,Catoosa,GA,South,"34.946113, -85.255649",Highway / Roadway,Roads,Unknown,Unknown,,Active
2217,Tennessee Cavalry Monument,No specific honoree,Fort Oglethorpe,Catoosa,GA,South,"34.951683, -85.259833",Monument,Other: Monument,State of Tennessee,1895,,Active
333,Heard County Confederate Monument,No specific honoree,Franklin,Heard,GA,South,"33.280050, -85.098817",Monument,Other: Monument,United Daughters of the Confederacy,1999,,Active
271,Jeff Davis Road,Jefferson Davis,Franklin,Heard,GA,South,"33.252588, -85.131906",Highway / Roadway,Roads,Unknown,Unknown,,Active
2085,General James Longstreet Monument,James Longstreet,Gainesville,Hall,GA,South,"34.314467, -83.825883",Monument,Other: Monument,United Daughters of the Confederacy,Unknown,,Active
334,"Hall County Confederate Monument (""Old Joe"")",No specific honoree,Gainesville,Hall,GA,South,"34.299320, -83.827200",Monument,Other: Monument,United Daughters of the Confederacy,1909,,Active
3008,Jefferson Davis Highway Marker,Jefferson Davis,Grantville,Coweta,GA,South,"33.234447, -84.835207",Monument,Other: Monument,Unknown,Unknown,,Active
375,Greene County Confederate Monument,No specific honoree,Greensboro,Greene,GA,South,"33.576876, -83.182318",Monument,Courthouse Grounds,"United Daughters of the Confederacy, Ladies Memorial Association",1898,,Active
2048,Jefferson Davis Highway Marker,Jefferson Davis,Greensboro,Greene,GA,South,"33.576249, -83.187719",Monument,Other: Monument,United Daughters of the Confederacy,Unknown,,Active
261,Jefferson Davis Road,Jefferson Davis,Greensboro,Greene,GA,South,"33.605826, -83.309019",Highway / Roadway,Roads,Unknown,Unknown,,Active
1895,Hamilton Confederate Monument,No specific honoree,Hamilton,Harris,GA,South,"32.759510, -84.875800",Monument,Other: Monument,Unknown,1910,,Active
376,Confederate Monument,No specific honoree,Hartwell,Hart,GA,South,"34.352693, -82.932627",Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Active
377,Confederate Monument,No specific honoree,Hawkinsville,Pulaski,GA,South,"32.283208, -83.469121",Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Active
336,Jefferson Davis Memorial,Jefferson Davis,Hazelhurst,Jeff Davis,GA,South,"31.863534, -82.601201",Monument,Other: Monument,Sons of Confederate Veterans,Unknown,,Active
245,Jeff Davis County,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.862146, -82.599751",County,Other: County/Municipality ,Unknown,1905,,Active
411,Jeff Davis Elementary School,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.863472, -82.609615",School,Schools,Unknown,Unknown,,Active
409,Jeff Davis High School,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.868565, -82.614806",School,Schools,Unknown,Unknown,,Active
412,Jeff Davis Middle School,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.862405, -82.620830",School,Schools,Unknown,Unknown,,Active
410,Jeff Davis Primary School,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.871506, -82.609779",School,Schools,Unknown,Unknown,,Active
303,Jeff Davis Street,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.862858, -82.600410",Highway / Roadway,Roads,Unknown,Unknown,,Active
378,Jefferson Davis Bust,Jefferson Davis,Hazlehurst,Jeff Davis,GA,South,"31.862445, -82.600579",Monument,Courthouse Grounds,Sons of Confederate Veterans,Unknown,,Active
379,Liberty County Confederate Monument,No specific honoree,Hinesville,Liberty,GA,South,"31.847561, -81.595513",Monument,Courthouse Grounds,United Daughters of the Confederacy,1928,,Active
337,Jefferson Davis Memorial,Jefferson Davis,Irwinville,Irwin,GA,South,"31.664560, -83.386681",Monument,Other: Monument,United Daughters of the Confederacy,1935,,Active
380,Monument to Butts County Confederate Soldiers,No specific honoree,Jackson,Butts,GA,South,"33.294553, -83.966681",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Active
338,Jackson County Confederate Monument,"Thomas Jonathan ""Stonewall"" Jackson",Jefferson,Jackson,GA,South,"34.117592, -83.573121",Monument,Other: Monument,United Daughters of the Confederacy,1911,,Active
339,Twiggs County Confederate Monument,No specific honoree,Jeffersonville,Twiggs,GA,South,"32.687510, -83.345782",Monument,Other: Monument,United Daughters of the Confederacy,1911,,Active
276,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Jonesboro,Clayton,GA,South,"33.521016, -84.368632",Highway / Roadway,Roads,Unknown,Unknown,,Active
273,Jeff Davis Drive,Jefferson Davis,Jonesboro,Clayton,GA,South,"33.439743, -84.440917",Highway / Roadway,Roads,Unknown,Unknown,,Active
274,Robert E. Lee Parkway,Robert E. Lee,Jonesboro,Clayton,GA,South,"33.522749, -84.366418",Highway / Roadway,Roads,Unknown,Unknown,,Active
275,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Jonesboro,Clayton,GA,South,"33.522392, -84.367414",Highway / Roadway,Roads,Unknown,Unknown,,Active
1913,Confederate Flag at Commemorative Park,No specific honoree,Kennesaw,Cobb,GA,South,"34.023373, -84.615119",Flag,"Other: Flags, Etc.",Unknown,Unknown,,Active
340,First Confederate Hospital of the Civil War,No specific honoree,Kingston,Bartow,GA,South,"34.235447, -84.946020",Monument,Other: Monument,Georgia Department of Natural Resources,Unknown,,Active
341,Walker County Confederate Monument,No specific honoree,Lafayette,Walker,GA,South,"34.708750, -85.281217",Monument,Other: Monument,United Daughters of the Confederacy,1909,,Active
304,Ben Hill Street,Benjamin Harvey Hill,LaGrange,Troup,GA,South,"33.040501, -85.039489",Highway / Roadway,Roads,Unknown,Unknown,,Active
342,Monument to the Confederate Soldier,No specific honoree,LaGrange,Troup,GA,South,"33.043610, -85.030288",Monument,Other: Monument,United Daughters of the Confederacy,1902,,Active
381,Lawrenceville Confederate Monument,No specific honoree,Lawrenceville,Gwinnett,GA,South,"33.957151, -83.989243",Monument,Courthouse Grounds,Sons of Confederate Veterans and United Daughters of the Confederacy,1990,,Active
382,Oglethorpe County Confederate Monument,No specific honoree,Lexington,Oglethorpe,GA,South,"33.869467, -83.111670",Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Active
343,Lincoln County Confederate Monument,No specific honoree,Lincolnton,Lincoln,GA,South,"33.792704, -82.479595",Monument,Other: Monument,Unknown,Unknown,,Active
383,Stewart County Confederate Monument,No specific honoree,Lumpkin,Stewart,GA,South,"32.050827, -84.794845",Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Active
269,Jeff Davis Avenue,Jefferson Davis,Lyons,Toombs,GA,South,"32.215652, -82.323331",Highway / Roadway,Roads,Unknown,Unknown,,Active
246,Toombs County,Robert Toombs,Lyons,Toombs,GA,South,"32.123200, -82.328449",County,Other: County/Municipality ,Unknown,1905,,Active
344,Bibb County Confederate Monument,No specific honoree,Macon,Bibb,GA,South,"32.837469, -83.628498",Monument,Other: Monument,Ladies Memorial Association of Macon,1879,,Active
253,General Lee Road,Robert E. Lee,Macon,Bibb,GA,South,"32.866465, -83.670748",Highway / Roadway,Roads,Unknown,Unknown,,Active
268,Jeff Davis Street,Jefferson Davis,Macon,Bibb,GA,South,"32.821123, -83.647148",Highway / Roadway,Roads,Unknown,Unknown,,Active
345,Morgan County Confederate Monument,No specific honoree,Madison,Morgan,GA,South,"33.588017, -83.475306",Monument,Other: Monument,United Daughters of the Confederacy,1908,,Active
1937,Joseph Wheeler High School,Joseph Wheeler,Marietta,Cobb,GA,South,"33.959521, -84.478468",School,Schools,Unknown,1965,,Active
384,Henry County Confederate Monument,No specific honoree,McDonough,Henry,GA,South,"33.447462, -84.146895",Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Active
346,Confederate Memorial Fountain,No specific honoree,Milledgeville,Baldwin,GA,South,"33.080406, -83.225079",Monument,Other: Monument,United Daughters of the Confederacy,1912,,Active
385,Jenkins County Confederate Monument,No specific honoree,Millen,Jenkins,GA,South,"32.804004, -81.939328",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Active
386,Confederate Monument,No specific honoree,Monroe,Walton,GA,South,"33.794634, -83.712844",Monument,Courthouse Grounds,Ladies Memorial Association and surviving Confederate veterans,1907,,Active
347,Macon County Confederate Monument,No specific honoree,Montezuma,Macon,GA,South,"32.305810, -84.027518",Monument,Other: Monument,United Daughters of the Confederacy,1911,,Active
348,Jasper County Confederate Monument,No specific honoree,Monticello,Jasper,GA,South,"33.304413, -83.684084",Monument,Other: Monument,Unknown,1910,,Active
387,Colquitt County Confederate Monument,No specific honoree,Moultrie,Colquitt,GA,South,"31.179116, -83.788609",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Active
388,Confederate Monument,No specific honoree,Mount Vernon,Montgomery,GA,South,"32.174190, -82.594663",Monument,Courthouse Grounds,Sons of Confederate Veterans,1997,,Active
2173,Coweta County Georgia Monument,No specific honoree,Newnan,Coweta,GA,South,"33.374780, -84.799748",Monument,Courthouse Grounds,Ladies Memorial Association,1885,,Active
251,General Lee Drive,Robert E. Lee,Newnan,Coweta,GA,South,"33.415197, -84.708576",Highway / Roadway,Roads,Unknown,Unknown,,Active
250,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Newnan,Coweta,GA,South,"33.412285, -84.710789",Highway / Roadway,Roads,Unknown,Unknown,,Active
389,William Thomas Overby Confederate Hero Monument,William Thomas Overby,Newnan,Coweta,GA,South,"33.374835, -84.800293",Monument,Courthouse Grounds,United Daughters of the Confederacy,1956,,Active
2049,Jefferson Davis Highway Marker,Jefferson Davis,Norwood,Warren,GA,South,"33.462156, -82.706961",Monument,Other: Monument,United Daughters of the Confederacy,Unknown,,Active
390,Irwin County Confederate Monument,No specific honoree,Ocilla,Irwin,GA,South,"31.592069, -83.250810",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Active
2163,Confederate Monument,No specific honoree,Oglethorpe,Macon,GA,South,"32.293620, -84.060192",Monument,Courthouse Grounds,United Daughters of the Confederacy,1923,,Active
391,Houston County Confederate Monument,No specific honoree,Perry,Houston,GA,South,"32.458065, -83.733716",Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Active
392,Confederate Monument,No specific honoree,Quitman,Brooks,GA,South,"30.785355, -83.560002",Monument,Courthouse Grounds,Ladies Memorial Association,1878,,Active
2082,Robert E. Lee Monument,Robert E. Lee,Richmond Hill,Bryan,GA,South,"31.945393, -81.305997",Monument,Other: Monument,Unknown,Unknown,,Active
266,Robert E. Lee Drive,Robert E. Lee,Ringgold,Catoosa,GA,South,"34.926640, -85.163383",Highway / Roadway,Roads,Unknown,Unknown,,Active
2073,Jefferson Davis Highway Marker,Jefferson Davis,Rutledge,Morgan,GA,South,"33.627583, -83.666624",Monument,Other: Monument,Unknown,Unknown,,Active
280,Beauregard Street,Pierre Gustave Toutant-Beauregard,Savannah,Chatham,GA,South,"32.013083, -81.101223",Highway / Roadway,Roads,Unknown,Unknown,,Active
351,Colonel Francis S. Bartow Bust,Francis S. Bartow,Savannah,Chatham,GA,South,"32.067192, -81.096314",Monument,Other: Monument,Confederate Veterans Association,1902,2018,Removed
350,Confederate Memorial,No specific honoree,Savannah,Chatham,GA,South,"32.067279, -81.096338",Monument,Other: Monument,Savannah Ladies Memorial Association,1875,2018,Removed
287,Early Street,Jubal Anderson Early,Savannah,Chatham,GA,South,"32.019155, -81.106111",Highway / Roadway,Roads,Unknown,Unknown,,Active
349,General Lafayette McLaws Bust,Lafayette McLaws,Savannah,Chatham,GA,South,"32.067213, -81.096422",Monument,Other: Monument,Confederate Veterans Association,1902,2018,Removed
284,Hampton Street,Wade Hampton,Savannah,Chatham,GA,South,"32.014137, -81.108272",Highway / Roadway,Roads,Unknown,Unknown,,Active
281,Jackson Boulevard,"Thomas Jonathan ""Stonewall"" Jackson",Savannah,Chatham,GA,South,"32.013825, -81.100549",Highway / Roadway,Roads,Unknown,Unknown,,Active
289,Johnston Street,Joseph Eggleston Johnston,Savannah,Chatham,GA,South,"32.020839, -81.105642",Highway / Roadway,Roads,Unknown,Unknown,,Active
286,Lee Boulevard,Robert E. Lee,Savannah,Chatham,GA,South,"32.018381, -81.106422",Highway / Roadway,Roads,Unknown,Unknown,,Active
288,McLaws Street,Lafayette McLaws,Savannah,Chatham,GA,South,"32.020154, -81.106369",Highway / Roadway,Roads,Unknown,Unknown,,Active
285,Mosby Street,John Singleton Mosby,Savannah,Chatham,GA,South,"32.011178, -81.100832",Highway / Roadway,Roads,Unknown,Unknown,,Active
283,Stuart Street,"James Ewell Brown ""Jeb"" Stuart",Savannah,Chatham,GA,South,"32.017067, -81.105364",Highway / Roadway,Roads,Unknown,Unknown,,Active
282,Wheeler Street,Joseph Wheeler,Savannah,Chatham,GA,South,"32.016500, -81.106507",Highway / Roadway,Roads,Unknown,Unknown,,Active
267,Bedford Forrest Drive,Nathan Bedford Forrest,Sharpsburg,Coweta,GA,South,"33.361752, -84.665395",Highway / Roadway,Roads,Unknown,Unknown,,Active
306,Thomas Overby Drive,Thomas Overby,Sharpsburg,Coweta,GA,South,"33.401236, -84.654352",Highway / Roadway,Roads,Unknown,Unknown,,Active
393,Hancock County Confederate Monument,No specific honoree,Sparta,Hancock,GA,South,"33.275700, -82.976292",Monument,Courthouse Grounds,Ladies Memorial Association of Hancock County,1882,,Active
352,Confederate Memorial,No specific honoree,Springfield,Effingham,GA,South,"32.373566, -81.314386",Monument,Other: Monument,United Daughters of the Confederacy,1923,,Active
395,Confederate Monument,No specific honoree,Statesboro,Bulloch,GA,South,"32.449104, -81.782989",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Active
258,Jefferson Davis Drive,Jefferson Davis,Stone Mountain,DeKalb,GA,South,"33.819149, -84.135542",Highway / Roadway,Roads,Unknown,Unknown,,Active
256,Robert E. Lee Boulevard,Robert E. Lee,Stone Mountain,DeKalb,GA,South,"33.809048, -84.163765",Highway / Roadway,Roads,Unknown,Unknown,,Active
354,Stone Mountain Confederate Memorial Carving,"Thomas Jonathan ""Stonewall"" Jackson // Robert E. Lee // Jefferson Davis",Stone Mountain,DeKalb,GA,South,"33.806373, -84.145379",Monument,Other: Monument,United Daughters of the Confederacy and Stone Mountain Memorial Association,1972,,Active
257,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Stone Mountain,DeKalb,GA,South,"33.810760, -84.129130",Highway / Roadway,Roads,Unknown,Unknown,,Active
353,Valor Monument at Memorial Plaza,No specific honoree,Stone Mountain,DeKalb,GA,South,"33.808905, -84.143505",Monument,Other: Monument,Unknown,1977,,Active
396,At Rest Arms Monument,No specific honoree,Thomaston,Upson,GA,South,"32.887717, -84.326367",Monument,Courthouse Grounds,Unknown,1908,,Active
270,Jeff Davis Road,Jefferson Davis,Thomaston,Upson,GA,South,"32.945828, -84.393724",Highway / Roadway,Roads,Unknown,Unknown,,Active
355,Confederate Women Fountain (Women of the Sixties),No specific honoree,Thomson,McDuffie,GA,South,"33.465882, -82.502197",Monument,Other: Monument,United Daughters of the Confederacy and the Woman’s Club of Thomson,1913,,Active
356,McDuffie and Columbia Counties Confederate Monument,No specific honoree,Thomson,McDuffie,GA,South,"33.469723, -82.504643",Monument,Other: Monument,Ladies Memorial Association of Thomason,1896,,Active
357,Tift County Confederate Memorial,No specific honoree,Tifton,Tift,GA,South,"31.462408, -83.503724",Monument,Other: Monument,United Daughters of the Confederacy,1910,,Active
247,Stephens County,Alexander Stephens,Toccoa,Stephens,GA,South,"34.551344, -83.281402",County,Other: County/Municipality ,Unknown,1905,,Active
397,Stephens County Confederate Monument,No specific honoree,Toccoa,Stephens,GA,South,"34.579729, -83.330414",Monument,Courthouse Grounds,United Daughters of the Confederacy,1922,,Active
359,Confederate Reunion Memorial,No specific honoree,Union Point,Greene,GA,South,"33.612769, -83.073182",Monument,Other: Monument,Unknown,Unknown,,Active
358,Confederate Wayside Home Monument,No specific honoree,Union Point,Greene,GA,South,"33.615228, -83.075939",Monument,Other: Monument,Works Progress Administration,1936,,Active
1992,Lowndes County Confederate Monument,No specific honoree,Valdosta,Lowndes,GA,South,"30.832189, -83.279378",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Active
399,Dooly County Confederate Monument,No specific honoree,Vienna,Dooly,GA,South,"32.091131, -83.796810",Monument,Courthouse Grounds,United Daughters of the Confederacy and Dooly County veterans,1908,,Active
252,General Lee Road,Robert E. Lee,Warner Robins,Houston,GA,South,"32.655070, -83.668613",Highway / Roadway,Roads,Unknown,Unknown,,Active
400,Warren County Confederate Monument,No specific honoree,Warrenton,Warren,GA,South,"33.406716, -82.662828",Monument,Courthouse Grounds,The Matron's Club,1904,,Active
307,Robert Toombs Avenue,Robert Toombs,Washington,Wilkes,GA,South,"33.732686, -82.725961",Highway / Roadway,Roads,Unknown,Unknown,,Active
360,The Dissolution of the Confederate Government,No specific honoree,Washington,Wilkes,GA,South,"33.737963, -82.739216",Monument,Other: Monument,United Daughters of the Confederacy,1938,,Active
3014,Confederate Way,No specific honoree,Waycross,Ware,GA,South,"31.212497, -82.291192",Highway / Roadway,Roads,Unknown,Unknown,,Active
277,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Waycross,Ware ,GA,South,"31.211129, -82.290607",Highway / Roadway,Roads,Unknown,Unknown,,Active
278,Stonewall Jackson Place,"Thomas Jonathan ""Stonewall"" Jackson",Waycross,Ware ,GA,South,"31.211812, -82.289746",Highway / Roadway,Roads,Unknown,Unknown,,Active
361,Ware County Confederate Monument,No specific honoree,Waycross,Ware ,GA,South,"31.209417, -82.359639",Monument,Other: Monument,United Daughters of the Confederacy,1910,,Active
401,Jefferson Davis Highway Marker,Jefferson Davis,Wrightsville,Johnson,GA,South,"32.729600, -82.719400",Monument,Courthouse Grounds,Unknown,Unknown,,Active
2247,Johnson County Confederate Monument,No specific honoree,Wrightsville,Johnson,GA,South,"32.729600, -82.719450",Monument,Courthouse Grounds,Sons of Confederate Veterans,1941,,Active
414,Iowa's Confederate General,No specific honoree,Bentonsport,Van Buren,IA,North,"40.725567, -91.854967",Monument,Other: Monument,"Sons of Confederate Veterans, Military Order of the Stars and Bars, and Douds Stone, Inc.",2007,,Active
418,Robert E. Lee Campground,Robert E. Lee,Boise,Ada,ID,Not a State,"43.905485, -115.434566",Other,"Other: Parks/Trails, Etc.",Unknown,Unknown,Unknown,Removed
417,Robert E. Lee Creek,Robert E. Lee,Boise National Forest,Elmore,ID,Not a State,"43.901647, -115.427217",Body of Water,"Other: Parks/Trails, Etc.",Unknown,Unknown,,Active
1920,City of Leesburg,Robert E. Lee,Leesburg,Lemhi,ID,Not a State,"45.223837, -114.114179",City,Other: County/Municipality ,Unknown,1866,,Active
419,Confederate Memorial,No specific honoree,Corydon,Harrison,IN,North,"38.199000, -86.129500",Monument,Other: Monument,Rotary International,Unknown,,Active
422,Confederate Flag Bicentennial Memorial,No specific honoree,Wichita,Sedgwick,KS,North,"37.687180, -97.330100",Monument,Other: Monument,City of Wichita and Sons of the American Revolution,1976,2015,Removed
423,Lee County,Robert E. Lee,Beattyville,Lee,KY,Border,"37.600145, -83.709152",County,Other: County/Municipality ,Unknown,1870,,Active
1828,Confederate Monument (moved from Louisville),No specific honoree,Brandenburg,Meade,KY,Border,"38.005115, -86.169572",Monument,Other: Monument,Kentucky Woman's Confederate Monument Association,1895,,Active
437,Confederate Monument,No specific honoree,Cadiz,Trigg,KY,Border,"36.862197, -87.837137",Monument,Other: Monument,United Daughters of the Confederacy,1913,,Active
476,City of Confederate,No specific honoree,Confederate,Lyon,KY,Border,"36.992098, -87.997580",City,Other: County/Municipality ,Unknown,Unknown,,Active
440,Confederate Monument,No specific honoree,Danville,Boyle,KY,Border,"37.645984, -84.778517",Monument,Other: Monument,United Daughters of the Confederacy and Boyle County veterans,1910,,Active
429,Jefferson Davis Highway,Jefferson Davis,Elkton,Todd,KY,Border,"36.807774, -87.142337",Highway / Roadway,Roads,Unknown,Unknown,,Active
428,Jefferson Davis Road,Jefferson Davis,Elkton,Todd,KY,Border,"36.844279, -87.311598",Highway / Roadway,Roads,Unknown,Unknown,,Active
427,General Ross Drive,Lawrence Sullivan Ross,Erlanger,Kenton,KY,Border,"39.050846, -84.618180",Highway / Roadway,Roads,Unknown,Unknown,,Active
425,General Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Erlanger,Kenton,KY,Border,"39.052645, -84.618652",Highway / Roadway,Roads,Unknown,Unknown,,Active
426,Jefferson Davis Place,Jefferson Davis,Erlanger,Kenton,KY,Border,"39.053661, -84.618427",Highway / Roadway,Roads,Unknown,Unknown,,Active
424,Robert E. Lee Drive,Robert E. Lee,Erlanger,Kenton,KY,Border,"39.051498, -84.618357",Highway / Roadway,Roads,Unknown,Unknown,,Active
2196,Jefferson Davis Highway Zero Milestone Marker,Jefferson Davis,Fairview,"Christian, Todd",KY,Border,"36.843418, -87.300550",Monument,Other: Monument,United Daughters of the Confederacy,1930,,Active
442,Jefferson Davis Monument,Jefferson Davis,Fairview,"Christian, Todd",KY,Border,"36.842050, -87.300213",Monument,Other: Monument,United Daughters of the Confederacy,1929,,Active
477,Jefferson Davis State Historic Site,Jefferson Davis,Fairview,"Christian, Todd",KY,Border,"36.841853, -87.300114",Park,"Other: Parks/Trails, Etc.",Unknown,1957,,Active
434,Confederate Memorial Day and Jefferson Davis Day,Jefferson Davis,Frankfort,Franklin,KY,Border,"38.186607, -84.874725",Holiday / Observances,Other: Holiday,Unknown,Unknown,,Active
475,Jefferson Davis Statue,Jefferson Davis,Frankfort,Franklin,KY,Border,"38.186767, -84.875242",Monument,Other Government Office Grounds,United Daughters of the Confederacy,1936,,Active
433,Robert E Lee Day,Robert E. Lee,Frankfort,Franklin,KY,Border,"38.186775, -84.875745",Holiday / Observances,Other: Holiday,Unknown,Unknown,,Active
